DATE,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,OPENPRC,NUMTRD,RETX
9/9/15,TSLA,TESLA MOTORS INC,248.30299,254.25,248.91,3390788,0.002982,248.75999,248.91,129837,252.05,31628,0.002982
9/10/15,TSLA,TESLA MOTORS INC,245.33,250.7231,248.48,2709024,-0.001728,248.38,248.48,129837,247.23,23622,-0.001728
9/11/15,TSLA,TESLA MOTORS INC,244.73,250.24001,250.24001,2350844,0.007083,250.14999,250.2,129837,247.64,20612,0.007083
9/14/15,TSLA,TESLA MOTORS INC,249.67,254.25,253.19,2890851,0.011789,253.05,253.19,129837,251.10001,26356,0.011789
9/15/15,TSLA,TESLA MOTORS INC,249.5,254.60001,253.57001,2933466,0.001501,253.39,253.57001,129837,252.75,25430,0.001501
9/16/15,TSLA,TESLA MOTORS INC,252.88,262.88,262.25,4417081,0.034231,262.26001,262.38,129837,253.03999,38693,0.034231
9/17/15,TSLA,TESLA MOTORS INC,260.69,265.5,262.07001,3585812,-0.000686,261.98999,262.07001,129837,263.95999,32054,-0.000686
9/18/15,TSLA,TESLA MOTORS INC,257.5,263.82001,260.62,3763064,-0.005533,260.62,260.75,129837,257.95999,32931,-0.005533
9/21/15,TSLA,TESLA MOTORS INC,255.8,271.57001,264.20001,6128084,0.013737,264.20001,264.23001,129837,263.98001,53679,0.013737
9/22/15,TSLA,TESLA MOTORS INC,255.87,262.64999,260.94,3664386,-0.012339,260.89999,261.01001,129837,259.03,31292,-0.012339
9/23/15,TSLA,TESLA MOTORS INC,257.5838,262.07999,261.06,2600778,0.00046,261.06,261.07001,129837,261.95001,21335,0.00046
9/24/15,TSLA,TESLA MOTORS INC,256.20999,263.45001,263.12,3448191,0.007891,263.12,263.13,129837,259.53,28119,0.007891
9/25/15,TSLA,TESLA MOTORS INC,256.14999,266.91,256.91,3774392,-0.023601,256.91,257.06,129837,266.60999,33335,-0.023601
9/28/15,TSLA,TESLA MOTORS INC,246.61,259.79001,248.42999,4901057,-0.033008,248.28,248.42999,129837,257.35001,44496,-0.033008
9/29/15,TSLA,TESLA MOTORS INC,245.46001,254.73,246.64999,3703154,-0.007165,246.59,246.61,129837,250.46001,33609,-0.007165
9/30/15,TSLA,TESLA MOTORS INC,242.34,252.39999,248.39999,4929722,0.007095,248.28999,248.39999,130901,252,46835,0.007095
10/1/15,TSLA,TESLA MOTORS INC,237.13,248.5,239.88,4567564,-0.034299,239.87,239.88,130901,247.50999,43106,-0.034299
10/2/15,TSLA,TESLA MOTORS INC,234.92999,247.7,247.57001,4423982,0.032058,247.57001,247.60001,130901,235.60001,42410,0.032058
10/5/15,TSLA,TESLA MOTORS INC,244.13,249.84,246.14999,3689865,-0.005736,246.14999,246.19,130901,248.84,30159,-0.005736
10/6/15,TSLA,TESLA MOTORS INC,235.58,243.03,241.46001,5235897,-0.019053,241.33,241.46001,130901,240,45483,-0.019053
10/7/15,TSLA,TESLA MOTORS INC,229.12,237.7,231.96001,6809959,-0.039344,231.96001,231.99001,130901,236.63,58940,-0.039344
