"date","PRC","AbsSpread","LogAbsSpread","RelSpreadMid","RelSpreadLast","RelLogSpread","LogRelLogSpread","Turnover","TradingVolume","NUMTRD","LR1","FlowRatio","avg_sentiment","headline_count","anomaly_score","rare_event_iforest","lof_score","rare_event_lof","z_sum","liquidity_class"
2016-02-05,162.60001,0.0100099999999941,-4.6041706856556,6.15640068401491e-05,6.15621118350121e-05,6.15640068595269e-05,-9.6954331624255,1534552390.97591,9437591,86466,20358457323.7895,132686607038123,-0.0109108945117996,1,0.391660224834816,FALSE,3.08840239079294,TRUE,2.06161648785013,"High Liquidity"
2016-06-03,218.99001,0.110010000000017,-2.20718400823064,0.000502477892925422,0.000502351682617928,0.000502477903498111,-7.59595889213598,488122162.5897,2228970,21791,3562885175559.69,10636670044992.2,0,0,0.379791772754032,FALSE,2.59696341148833,TRUE,-7.17345672152672,"Low Liquidity"
2015-11-02,213.78999,0.0100099999999941,-4.6041706856556,4.68161717649053e-05,4.68216496010598e-05,4.68161717739335e-05,-9.9692818640045,839797866.47856,3928144,35703,25749885388.295,29983303226884,-0.0178775016585129,3,0.376005150886286,FALSE,2.10113784982575,TRUE,2.30205475044147,"High Liquidity"
2016-10-10,200.95,0.00999999999999091,-4.605170185989,4.97648610315803e-05,4.9763622791694e-05,4.97648610418011e-05,-9.90820142455788,666409882.15,3316297,27383,30521588481.8724,18248301802913.4,0.02,1,0.375636163995974,FALSE,2.08997765292432,TRUE,2.35637783863638,"High Liquidity"
2017-02-10,269.23001,0.0800100000000157,-2.52560365211991,0.000297269186276655,0.000297180838050022,0.000297269188465954,-8.12087247118517,974542367.16739,3619739,32250,8745381095037.2,31428991341148.3,0.121483630264884,5,0.373532867261318,FALSE,2.792354136044,TRUE,-1.77112036079501,"Low Liquidity"
2016-08-15,225.59,0.0600000000000023,-2.81341071676,0.000266004610746596,0.00026596923622502,0.000266004612314852,-8.23199690980339,458924053.52,2034328,18464,5176663320313.82,8473573724193.28,-0.0306450294600122,4,0.372733649400041,FALSE,2.67807245217237,TRUE,-2.94675356871857,"Low Liquidity"
2016-12-13,198.14999,0.00999000000001615,-4.60617068632006,5.04176247298911e-05,5.04163537934882e-05,5.0417624740895e-05,-9.8951697467768,1352152546.36116,6823884,60528,46161359817.1672,81843089326148.3,0.0105409255338946,3,0.371870964048626,FALSE,2.17955217960805,TRUE,2.57608767051816,"High Liquidity"
2015-05-27,247.42999,0.0899900000000002,-2.40805672593628,0.000363764989060878,0.000363698838608854,0.000363764993071669,-7.91900252226157,841484652.991,3400900,29465,8325432301554.89,24794345300379.8,0,1,0.371408541184802,FALSE,3.921295729729,TRUE,-4.19992724853166,"Low Liquidity"
2016-02-08,147.99001,0.0500000000000114,-2.99573227355376,0.000337780780273679,0.000337860643431346,0.000337780783485897,-7.99311344246183,1378230371.16996,9312996,82135,14638900881.0072,113200951536045,-0.0148321193304124,5,0.356652286544666,FALSE,2.38995781615067,TRUE,-4.03167425403779,"Low Liquidity"
2019-12-20,405.59,0.0600000000000023,-2.81341071676,0.000147958180803867,0.000147932641337317,0.000147958181073271,-8.81858088444358,5982771699.33,14750787,180001,1562534465724.97,1076904888651099,0.0222222222222222,3,0.355894819814196,FALSE,2.17691381033179,TRUE,-0.192206767253692,"Low Liquidity"
2019-05-06,255.34,0.039999999999992,-3.2188758248684,0.000156666144446154,0.000156653873266985,0.000156666144766504,-8.76139348321146,2771088074.28,10852542,94399,2281096849262,261587943123958,2.24390529339325e-18,3,0.352112072760488,FALSE,2.22814516618922,TRUE,-0.512711456283967,"Low Liquidity"
2016-09-01,200.77,0.039999999999992,-3.2188758248684,0.000199213108222481,0.000199232953130408,0.000199213108881047,-8.52113540734323,1594743816.26,7943138,74916,29275631299.2604,119471827738934,-0.0429198034044101,5,0.351308662955711,FALSE,2.07163157126815,TRUE,-1.9877581393362,"Low Liquidity"
2018-03-12,345.51001,0.0499899999999798,-2.99593229355706,0.000144716084715099,0.000144684664852343,0.000144716084967911,-8.8407367697037,2855306815.49035,8264035,92006,52350922705.8675,262705358866005,-0.0406694893093821,3,0.350100244089553,FALSE,2.25425770802295,TRUE,-1.25836312479828,"Low Liquidity"
2016-10-31,197.73,0.0400099999999952,-3.21862585611311,0.000202377344521406,0.000202346634299273,0.000202377345211779,-8.50537655758752,931184323.29,4709373,43280,82662519917.3265,40301657511991.2,-0.0328454295181113,3,0.345049921065139,FALSE,2.1338950393881,TRUE,-2.25271866680633,"Low Liquidity"
